Código MTE,Período,Estoque,Admissões,Desligamentos,Saldos,Variação Relativa (%),Nome,Latitude,Longitude,Código IBGE,ID Reg. Adm.,Apelido Reg. Adm.,Rotatividade
350610,Junho/2020,25057.0,3213,699,2514,11.15,Bebedouro,-20.9491,-48.4791,3506102,3,Barretos,0.07806201859759748
350620,Junho/2020,960.0,3,26,-23,-2.34,Bento de Abreu,-21.2686,-50.81399999999999,3506201,2,Araçatuba,0.015104166666666667
350630,Junho/2020,2328.0,52,35,17,0.74,Bernardino de Campos,-23.0164,-49.4679,3506300,8,Marília,0.018685567010309278
350635,Junho/2020,10996.0,199,221,-22,-0.2,Bertioga,-23.8486,-46.1396,3506359,12,Santos,0.019097853765005456
350640,Junho/2020,1190.0,15,20,-5,-0.42,Bilac,-21.404,-50.4746,3506409,2,Araçatuba,0.014705882352941176
350650,Junho/2020,26338.0,702,658,44,0.17,Birigui,-21.291,-50.3432,3506508,2,Araçatuba,0.025818209431240035
350660,Junho/2020,2733.0,63,30,33,1.22,Biritiba-Mirim,-23.5698,-46.0407,3506607,15,São Paulo,0.017014270032930844
350670,Junho/2020,2200.0,52,31,21,0.96,Boa Esperança do Sul,-21.9918,-48.3906,3506706,1,São Carlos,0.018863636363636364
350680,Junho/2020,3547.0,27,106,-79,-2.18,Bocaina,-22.1365,-48.523,3506805,4,Bauru,0.01874823794756132
350690,Junho/2020,1931.0,34,20,14,0.73,Bofete,-23.1055,-48.2582,3506904,16,Sorocaba,0.013982392542723977
350700,Junho/2020,19345.0,456,745,-289,-1.47,Boituva,-23.2855,-47.6786,3507001,16,Sorocaba,0.03104161281985009
350710,Junho/2020,4725.0,150,109,41,0.88,Bom Jesus dos Perdões,-23.1356,-46.4675,3507100,5,Campinas,0.027407407407407408
350715,Junho/2020,418.0,0,21,-21,-4.78,Bom Sucesso de Itararé,-24.3155,-49.1451,3507159,7,Itapeva,0.025119617224880382
350720,Junho/2020,1097.0,25,13,12,1.11,Borá,-22.2696,-50.5409,3507209,8,Marília,0.01731996353691887
350730,Junho/2020,1432.0,20,18,2,0.14,Boracéia,-22.1926,-48.7808,3507308,4,Bauru,0.013268156424581005
350740,Junho/2020,2262.0,48,40,8,0.35,Borborema,-21.6214,-49.0741,3507407,1,São Carlos,0.019451812555260833
350745,Junho/2020,743.0,24,13,11,1.5,Borebi,-22.5728,-48.9707,3507456,4,Bauru,0.02489905787348587
350750,Junho/2020,37284.0,1268,1468,-200,-0.53,Botucatu,-22.8837,-48.4437,3507506,16,Sorocaba,0.036691342130672676
350760,Junho/2020,43073.0,1003,1051,-48,-0.11,Bragança Paulista,-22.9527,-46.5419,3507605,5,Campinas,0.02384324286676108
350770,Junho/2020,479.0,2,2,0,0.0,Braúna,-21.499000000000002,-50.3175,3507704,2,Araçatuba,0.0041753653444676405
350775,Junho/2020,476.0,0,2,-2,-0.42,Brejo Alegre,-21.1651,-50.1861,3507753,2,Araçatuba,0.0021008403361344537
350780,Junho/2020,5095.0,122,167,-45,-0.88,Brodowski,-20.9845,-47.6572,3507803,11,Ribeirão Preto,0.028361138370951913
350790,Junho/2020,6886.0,160,170,-10,-0.15,Brotas,-22.2795,-48.1251,3507902,5,Campinas,0.023961661341853034
350800,Junho/2020,3874.0,129,101,28,0.73,Buri,-23.7977,-48.5958,3508009,7,Itapeva,0.02968508002065049
350810,Junho/2020,3544.0,46,124,-78,-2.15,Buritama,-21.0661,-50.1475,3508108,2,Araçatuba,0.023984198645598195
350820,Junho/2020,1827.0,22,18,4,0.22,Buritizal,-20.1911,-47.7096,3508207,6,Franca,0.010946907498631636
350830,Junho/2020,668.0,33,17,16,2.45,Cabrália Paulista,-22.4576,-49.3393,3508306,4,Bauru,0.0374251497005988
350840,Junho/2020,14159.0,241,284,-43,-0.3,Cabreúva,-23.3053,-47.1362,3508405,5,Campinas,0.018539444876050568
350850,Junho/2020,21349.0,272,460,-188,-0.87,Caçapava,-23.0992,-45.7076,3508504,14,São José dos Campos,0.017143660124595998
350860,Junho/2020,4261.0,39,37,2,0.05,Cachoeira Paulista,-22.6665,-45.0154,3508603,14,São José dos Campos,0.008918094344050692
350870,Junho/2020,2158.0,44,23,21,0.98,Caconde,-21.528000000000002,-46.6437,3508702,5,Campinas,0.01552363299351251
350880,Junho/2020,3418.0,114,88,26,0.77,Cafelândia,-21.8031,-49.6092,3508801,4,Bauru,0.02954944411936805
350890,Junho/2020,141.0,2,3,-1,-0.7,Caiabu,-22.0127,-51.2394,3508900,9,Presidente Prudente,0.01773049645390071
350900,Junho/2020,18775.0,364,584,-220,-1.16,Caieiras,-23.3607,-46.7397,3509007,15,São Paulo,0.025246338215712382
350910,Junho/2020,231.0,5,8,-3,-1.28,Caiuá,-21.8322,-51.9969,3509106,9,Presidente Prudente,0.02813852813852814
350920,Junho/2020,40985.0,1478,1204,274,0.67,Cajamar,-23.355,-46.8781,3509205,15,São Paulo,0.0327192875442235
350925,Junho/2020,5592.0,114,193,-79,-1.39,Cajati,-24.7324,-48.1223,3509254,10,Registro,0.027449928469241772
350930,Junho/2020,1041.0,39,18,21,2.06,Cajobi,-20.8773,-48.8063,3509304,3,Barretos,0.027377521613832854
350940,Junho/2020,5026.0,118,127,-9,-0.18,Cajuru,-21.2749,-47.303000000000004,3509403,11,Ribeirão Preto,0.02437325905292479
350945,Junho/2020,437.0,10,6,4,0.92,Campina do Monte Alegre,-23.5895,-48.4758,3509452,7,Itapeva,0.018306636155606407
350950,Junho/2020,368653.0,8334,9773,-1439,-0.39,Campinas,-22.9053,-47.0659,3509502,5,Campinas,0.02455832449485017
350960,Junho/2020,9228.0,117,457,-340,-3.55,Campo Limpo Paulista,-23.2078,-46.7889,3509601,5,Campinas,0.031100996965756394
350970,Junho/2020,11894.0,100,175,-75,-0.63,Campos do Jordão,-22.7296,-45.5833,3509700,14,São José dos Campos,0.011560450647385236
350980,Junho/2020,477.0,7,6,1,0.21,Campos Novos Paulista,-22.601999999999997,-49.9987,3509809,8,Marília,0.013626834381551363
350990,Junho/2020,1100.0,31,29,2,0.18,Cananéia,-25.0144,-47.9341,3509908,10,Registro,0.02727272727272727
350995,Junho/2020,580.0,17,34,-17,-2.85,Canas,-22.7003,-45.0521,3509957,14,São José dos Campos,0.04396551724137931
351000,Junho/2020,5371.0,75,81,-6,-0.11,Cândido Mota,-22.7471,-50.3873,3510005,8,Marília,0.014522435300688885
351010,Junho/2020,487.0,17,41,-24,-4.7,Cândido Rodrigues,-21.3275,-48.6327,3510104,1,São Carlos,0.059548254620123205
351015,Junho/2020,271.0,2,3,-1,-0.37,Canitar,-23.004,-49.7839,3510153,8,Marília,0.00922509225092251
351020,Junho/2020,6514.0,203,140,63,0.98,Capão Bonito,-24.0113,-48.3482,3510203,7,Itapeva,0.026327909118821
351030,Junho/2020,5141.0,501,125,376,7.89,Capela do Alto,-23.4685,-47.7388,3510302,16,Sorocaba,0.06088309667379887
351040,Junho/2020,12606.0,192,413,-221,-1.72,Capivari,-22.9951,-47.5071,3510401,5,Campinas,0.02399650959860384
351050,Junho/2020,20297.0,385,548,-163,-0.8,Caraguatatuba,-23.6125,-45.4125,3510500,14,São José dos Campos,0.022983692171256835
351060,Junho/2020,29891.0,578,830,-252,-0.84,Carapicuíba,-23.5235,-46.8407,3510609,15,São Paulo,0.023552239804623464
351070,Junho/2020,943.0,5,14,-9,-0.95,Cardoso,-20.08,-49.9183,3510708,13,São José do Rio Preto,0.01007423117709438
351080,Junho/2020,6690.0,170,116,54,0.81,Casa Branca,-21.7708,-47.0852,3510807,5,Campinas,0.021375186846038865
351090,Junho/2020,250.0,5,5,0,0.0,Cássia dos Coqueiros,-21.2801,-47.1643,3510906,11,Ribeirão Preto,0.02
351100,Junho/2020,3768.0,40,388,-348,-8.45,Castilho,-20.8689,-51.4884,3511003,2,Araçatuba,0.056794055201698515
351110,Junho/2020,34373.0,1181,940,241,0.71,Catanduva,-21.1314,-48.977,3511102,13,São José do Rio Preto,0.03085270415733279
351120,Junho/2020,544.0,7,9,-2,-0.37,Catiguá,-21.0519,-49.0616,3511201,13,São José do Rio Preto,0.014705882352941176
351130,Junho/2020,4751.0,280,218,62,1.32,Cedral,-20.9009,-49.2664,3511300,13,São José do Rio Preto,0.05241001894338034
351140,Junho/2020,4028.0,75,74,1,0.02,Cerqueira César,-23.038,-49.1655,3511409,16,Sorocaba,0.01849553128103277
351150,Junho/2020,11447.0,231,271,-40,-0.35,Cerquilho,-23.1665,-47.7459,3511508,16,Sorocaba,0.021927142482746572
351160,Junho/2020,2917.0,52,41,11,0.38,Cesário Lange,-23.226,-47.9545,3511607,16,Sorocaba,0.01594103531025026
351170,Junho/2020,1980.0,32,49,-17,-0.85,Charqueada,-22.5096,-47.7755,3511706,5,Campinas,0.020454545454545454
351190,Junho/2020,2674.0,113,44,69,2.65,Clementina,-21.5604,-50.4525,3511904,2,Araçatuba,0.029356768885564696
351200,Junho/2020,6008.0,266,85,181,3.11,Colina,-20.7114,-48.5387,3512001,3,Barretos,0.02921105193075899
351210,Junho/2020,4070.0,478,105,373,10.09,Colômbia,-20.1768,-48.6865,3512100,3,Barretos,0.07162162162162163
351220,Junho/2020,4809.0,469,111,358,8.04,Conchal,-22.3375,-47.1729,3512209,5,Campinas,0.06030359742150135
351230,Junho/2020,3053.0,37,267,-230,-7.01,Conchas,-23.0154,-48.0134,3512308,16,Sorocaba,0.04978709466098919
351240,Junho/2020,9199.0,318,185,133,1.47,Cordeirópolis,-22.4778,-47.4519,3512407,5,Campinas,0.027339928253070987
351250,Junho/2020,734.0,24,11,13,1.8,Coroados,-21.3521,-50.2859,3512506,2,Araçatuba,0.023841961852861037
351260,Junho/2020,468.0,6,11,-5,-1.06,Coronel Macedo,-23.6261,-49.31,3512605,7,Itapeva,0.018162393162393164
351270,Junho/2020,1124.0,25,34,-9,-0.79,Corumbataí,-22.2213,-47.6215,3512704,5,Campinas,0.026245551601423486
351280,Junho/2020,10155.0,256,288,-32,-0.31,Cosmópolis,-22.6419,-47.1926,3512803,5,Campinas,0.026784835056622353
351290,Junho/2020,1885.0,27,44,-17,-0.89,Cosmorama,-20.4755,-49.7827,3512902,13,São José do Rio Preto,0.01883289124668435
351300,Junho/2020,70417.0,1696,1762,-66,-0.09,Cotia,-23.6022,-46.919,3513009,15,São Paulo,0.024553729923171962
351310,Junho/2020,8068.0,156,208,-52,-0.64,Cravinhos,-21.338,-47.7324,3513108,11,Ribeirão Preto,0.02255825483391175
351320,Junho/2020,1660.0,30,21,9,0.55,Cristais Paulista,-20.4036,-47.4209,3513207,6,Franca,0.01536144578313253
351330,Junho/2020,186.0,6,2,4,2.2,Cruzália,-22.7373,-50.7909,3513306,8,Marília,0.021505376344086023
351340,Junho/2020,14701.0,123,221,-98,-0.66,Cruzeiro,-22.5728,-44.968999999999994,3513405,14,São José dos Campos,0.011699884361608053
351350,Junho/2020,23657.0,512,526,-14,-0.06,Cubatão,-23.8911,-46.424,3513504,12,Santos,0.02193853827619732
351360,Junho/2020,2184.0,12,19,-7,-0.32,Cunha,-23.0731,-44.9576,3513603,14,São José dos Campos,0.007097069597069597
351370,Junho/2020,9995.0,164,183,-19,-0.19,Descalvado,-21.9002,-47.6181,3513702,1,São Carlos,0.017358679339669836
351380,Junho/2020,78069.0,1090,1763,-673,-0.85,Diadema,-23.6813,-46.6205,3513801,15,São Paulo,0.018272297582907427
351385,Junho/2020,164.0,0,1,-1,-0.61,Dirce Reis,-20.4642,-50.6073,3513850,13,São José do Rio Preto,0.003048780487804878
351390,Junho/2020,1828.0,24,36,-12,-0.65,Divinolândia,-21.6637,-46.7361,3513900,5,Campinas,0.016411378555798686
351400,Junho/2020,846.0,18,91,-73,-7.94,Dobrada,-21.5155,-48.3935,3514007,1,São Carlos,0.0644208037825059
351410,Junho/2020,5567.0,136,98,38,0.69,Dois Córregos,-22.3673,-48.3819,3514106,4,Bauru,0.021016705586491827
351420,Junho/2020,90.0,0,2,-2,-2.17,Dolcinópolis,-20.124000000000002,-50.5149,3514205,13,São José do Rio Preto,0.011111111111111112
351430,Junho/2020,2777.0,42,33,9,0.33,Dourado,-22.1044,-48.3178,3514304,1,São Carlos,0.013503781058696434
351440,Junho/2020,10836.0,297,237,60,0.56,Dracena,-21.4843,-51.535,3514403,9,Presidente Prudente,0.024640088593576966
351450,Junho/2020,2282.0,43,44,-1,-0.04,Duartina,-22.4146,-49.4084,3514502,4,Bauru,0.01906222611744084
351460,Junho/2020,1991.0,48,48,0,0.0,Dumont,-21.2324,-47.9756,3514601,11,Ribeirão Preto,0.024108488196885988
351470,Junho/2020,625.0,7,3,4,0.64,Echaporã,-22.4326,-50.2038,3514700,8,Marília,0.008
351480,Junho/2020,1515.0,6,8,-2,-0.13,Eldorado,-24.5281,-48.1141,3514809,10,Registro,0.0046204620462046205
351490,Junho/2020,5140.0,184,164,20,0.39,Elias Fausto,-23.0428,-47.3682,3514908,5,Campinas,0.03385214007782101
351492,Junho/2020,594.0,8,2,6,1.02,Elisiário,-21.1678,-49.1146,3514924,13,São José do Rio Preto,0.008417508417508417
351495,Junho/2020,135.0,2,2,0,0.0,Embaúba,-20.9796,-48.8325,3514957,3,Barretos,0.014814814814814815
351500,Junho/2020,38730.0,868,1169,-301,-0.77,Embu das Artes,-23.6437,-46.8579,3515004,15,São Paulo,0.02629744384198296
351510,Junho/2020,6857.0,141,164,-23,-0.33,Embu-Guaçu,-23.8297,-46.8136,3515103,15,São Paulo,0.02224004666763891
351512,Junho/2020,140.0,3,6,-3,-2.1,Emilianópolis,-21.8314,-51.4832,3515129,9,Presidente Prudente,0.03214285714285714
351515,Junho/2020,3581.0,123,104,19,0.53,Engenheiro Coelho,-22.4836,-47.21100000000001,3515152,5,Campinas,0.031695057246579166
351518,Junho/2020,11928.0,160,196,-36,-0.3,Espírito Santo do Pinhal,-22.1909,-46.7477,3515186,5,Campinas,0.014922870556673374
351519,Junho/2020,553.0,5,1,4,0.73,Espírito Santo do Turvo,-22.6925,-49.4341,3515194,8,Marília,0.0054249547920434
351520,Junho/2020,3082.0,106,50,56,1.85,Estrela d'Oeste,-20.2875,-50.4049,3515202,13,São José do Rio Preto,0.025308241401687217
351530,Junho/2020,94.0,0,0,0,0.0,Estrela do Norte,-22.4859,-51.6632,3515301,9,Presidente Prudente,0.0
351535,Junho/2020,348.0,46,21,25,7.74,Euclides da Cunha Paulista,-22.5545,-52.5928,3515350,9,Presidente Prudente,0.09626436781609195
351540,Junho/2020,3198.0,40,46,-6,-0.19,Fartura,-23.3916,-49.5124,3515400,7,Itapeva,0.01344590368980613
351550,Junho/2020,15420.0,279,356,-77,-0.5,Fernandópolis,-20.2806,-50.2471,3515509,13,São José do Rio Preto,0.020590142671854734
351560,Junho/2020,1407.0,25,20,5,0.36,Fernando Prestes,-21.2661,-48.6874,3515608,1,São Carlos,0.015991471215351813
351565,Junho/2020,163.0,0,17,-17,-9.44,Fernão,-22.3607,-49.5187,3515657,8,Marília,0.05214723926380368
351570,Junho/2020,16728.0,312,387,-75,-0.45,Ferraz de Vasconcelos,-23.5411,-46.371,3515707,15,São Paulo,0.020893113342898135
351580,Junho/2020,75.0,0,1,-1,-1.32,Flora Rica,-21.6727,-51.3821,3515806,9,Presidente Prudente,0.006666666666666667
351590,Junho/2020,274.0,4,3,1,0.37,Floreal,-20.6752,-50.1513,3515905,13,São José do Rio Preto,0.012773722627737226
351600,Junho/2020,1078.0,38,27,11,1.03,Flórida Paulista,-21.6127,-51.1724,3516002,9,Presidente Prudente,0.030148423005565864
351610,Junho/2020,237.0,8,3,5,2.16,Florínia,-22.868000000000002,-50.6814,3516101,8,Marília,0.023206751054852322
351620,Junho/2020,78638.0,1850,2908,-1058,-1.33,Franca,-20.5352,-47.4039,3516200,6,Franca,0.030252549657926193
351630,Junho/2020,6646.0,150,154,-4,-0.06,Francisco Morato,-23.2792,-46.7448,3516309,15,São Paulo,0.022870899789346977
351640,Junho/2020,13384.0,508,397,111,0.84,Franco da Rocha,-23.3229,-46.729,3516408,15,São Paulo,0.033809025702331144
351650,Junho/2020,924.0,8,7,1,0.11,Gabriel Monteiro,-21.5294,-50.5573,3516507,2,Araçatuba,0.008116883116883116
351660,Junho/2020,1097.0,8,19,-11,-0.99,Gália,-22.2918,-49.5504,3516606,8,Marília,0.012306289881494986
351670,Junho/2020,8779.0,178,183,-5,-0.06,Garça,-22.2125,-49.6546,3516705,8,Marília,0.020560428294794396
351680,Junho/2020,210.0,18,34,-16,-7.08,Gastão Vidigal,-20.7948,-50.1912,3516804,2,Araçatuba,0.12380952380952381
351685,Junho/2020,3979.0,22,12,10,0.25,Gavião Peixoto,-21.8367,-48.4957,3516853,1,São Carlos,0.0042724302588590096
351690,Junho/2020,1234.0,54,51,3,0.24,General Salgado,-20.6485,-50.364,3516903,2,Araçatuba,0.04254457050243112
351700,Junho/2020,885.0,52,11,41,4.86,Getulina,-21.7961,-49.9312,3517000,4,Bauru,0.03559322033898305
351710,Junho/2020,850.0,8,9,-1,-0.12,Glicério,-21.3812,-50.2123,3517109,2,Araçatuba,0.01
351720,Junho/2020,1164.0,27,18,9,0.78,Guaiçara,-21.6195,-49.8013,3517208,4,Bauru,0.019329896907216496
351730,Junho/2020,374.0,3,2,1,0.27,Guaimbê,-21.9091,-49.8986,3517307,4,Bauru,0.0066844919786096255
351740,Junho/2020,14761.0,178,250,-72,-0.49,Guaíra,-20.3196,-48.312,3517406,3,Barretos,0.014497662759975612
351750,Junho/2020,4427.0,248,207,41,0.93,Guapiaçu,-20.7959,-49.2172,3517505,13,São José do Rio Preto,0.05138920262028462
351760,Junho/2020,2059.0,4,17,-13,-0.63,Guapiara,-24.1892,-48.5295,3517604,7,Itapeva,0.005099562894609034
351770,Junho/2020,2918.0,28,45,-17,-0.58,Guará,-20.4302,-47.8236,3517703,6,Franca,0.012508567511994516
351780,Junho/2020,1361.0,9,8,1,0.07,Guaraçaí,-21.0292,-51.2119,3517802,2,Araçatuba,0.006245407788390889
351790,Junho/2020,2016.0,72,22,50,2.54,Guaraci,-20.4977,-48.9391,3517901,3,Barretos,0.023313492063492064
351800,Junho/2020,144.0,1,5,-4,-2.7,Guarani d'Oeste,-20.0746,-50.3411,3518008,13,São José do Rio Preto,0.020833333333333332
351810,Junho/2020,816.0,12,11,1,0.12,Guarantã,-21.8942,-49.5914,3518107,4,Bauru,0.014093137254901961
351820,Junho/2020,6718.0,148,101,47,0.7,Guararapes,-21.2544,-50.6453,3518206,2,Araçatuba,0.0185323012801429
351830,Junho/2020,6861.0,100,143,-43,-0.62,Guararema,-23.4112,-46.0369,3518305,15,São Paulo,0.01770878880629646
351840,Junho/2020,26893.0,310,552,-242,-0.89,Guaratinguetá,-22.8075,-45.1938,3518404,14,São José dos Campos,0.01602647529096791
351850,Junho/2020,2245.0,22,37,-15,-0.66,Guareí,-23.3714,-48.1837,3518503,16,Sorocaba,0.013140311804008908
351860,Junho/2020,6721.0,173,183,-10,-0.15,Guariba,-21.3594,-48.2316,3518602,11,Ribeirão Preto,0.02648415414372861
351870,Junho/2020,38955.0,441,671,-230,-0.59,Guarujá,-23.9888,-46.258,3518701,12,Santos,0.014272878962905917
351880,Junho/2020,306983.0,7015,7747,-732,-0.24,Guarulhos,-23.4538,-46.5333,3518800,15,São Paulo,0.024043676685679662
351885,Junho/2020,1120.0,55,52,3,0.27,Guatapará,-21.4944,-48.0356,3518859,11,Ribeirão Preto,0.04776785714285714
351890,Junho/2020,366.0,2,78,-76,-17.19,Guzolândia,-20.6467,-50.6645,3518909,2,Araçatuba,0.1092896174863388
351900,Junho/2020,1321.0,27,10,17,1.3,Herculândia,-22.0038,-50.3907,3519006,8,Marília,0.014004542013626041
351905,Junho/2020,9079.0,210,667,-457,-4.79,Holambra,-22.6405,-47.0487,3519055,5,Campinas,0.048298270734662405
351907,Junho/2020,41522.0,866,862,4,0.01,Hortolândia,-22.8529,-47.2143,3519071,5,Campinas,0.02080824623091373
351910,Junho/2020,2790.0,38,57,-19,-0.68,Iacanga,-21.8896,-49.03100000000001,3519105,4,Bauru,0.017025089605734768
351920,Junho/2020,776.0,28,13,15,1.97,Iacri,-21.8572,-50.6932,3519204,8,Marília,0.026417525773195876
351925,Junho/2020,1453.0,10,10,0,0.0,Iaras,-22.8682,-49.1634,3519253,16,Sorocaba,0.006882312456985547
351930,Junho/2020,6038.0,89,124,-35,-0.58,Ibaté,-21.9584,-47.9882,3519303,1,São Carlos,0.017638290824776415
351940,Junho/2020,1662.0,46,47,-1,-0.06,Ibirá,-21.083000000000002,-49.2448,3519402,13,São José do Rio Preto,0.027978339350180504
351950,Junho/2020,829.0,92,48,44,5.61,Ibirarema,-22.8185,-50.0739,3519501,8,Marília,0.08443908323281062
351960,Junho/2020,14623.0,524,481,43,0.29,Ibitinga,-21.7562,-48.8319,3519600,1,São Carlos,0.03436367366477467
351970,Junho/2020,14068.0,197,181,16,0.11,Ibiúna,-23.6596,-47.223,3519709,16,Sorocaba,0.013434745521751492
351980,Junho/2020,1040.0,32,11,21,2.06,Icém,-20.3391,-49.1915,3519808,13,São José do Rio Preto,0.020673076923076922
351990,Junho/2020,651.0,20,5,15,2.36,Iepê,-22.6602,-51.0779,3519907,9,Presidente Prudente,0.019201228878648235
352000,Junho/2020,1901.0,55,35,20,1.06,Igaraçu do Tietê,-22.509,-48.5597,3520004,4,Bauru,0.02367175170962651
352010,Junho/2020,5432.0,124,244,-120,-2.16,Igarapava,-20.0407,-47.7466,3520103,6,Franca,0.033873343151693665
352020,Junho/2020,1153.0,7,11,-4,-0.35,Igaratá,-23.2037,-46.157,3520202,14,São José dos Campos,0.007805724197745013
352030,Junho/2020,2778.0,19,51,-32,-1.14,Iguape,-24.699,-47.5537,3520301,10,Registro,0.01259899208063355
352040,Junho/2020,5982.0,73,102,-29,-0.48,Ilhabela,-23.7785,-45.3552,3520400,14,São José dos Campos,0.014627214978268138
352042,Junho/2020,1031.0,11,21,-10,-0.96,Ilha Comprida,-24.7307,-47.5383,3520426,10,Registro,0.015518913676042677
352044,Junho/2020,3472.0,80,77,3,0.09,Ilha Solteira,-20.4326,-51.3426,3520442,2,Araçatuba,0.022609447004608294
352050,Junho/2020,71251.0,1447,1747,-300,-0.42,Indaiatuba,-23.0816,-47.2101,3520509,5,Campinas,0.022413720509185837
352060,Junho/2020,377.0,4,7,-3,-0.79,Indiana,-22.1738,-51.2555,3520608,9,Presidente Prudente,0.014588859416445624
352070,Junho/2020,285.0,6,6,0,0.0,Indiaporã,-19.979,-50.2909,3520707,13,São José do Rio Preto,0.021052631578947368
352080,Junho/2020,642.0,1,6,-5,-0.77,Inúbia Paulista,-21.7695,-50.9633,3520806,9,Presidente Prudente,0.005451713395638629
352090,Junho/2020,3125.0,42,42,0,0.0,Ipaussu,-23.0575,-49.6279,3520905,8,Marília,0.01344
352100,Junho/2020,4262.0,98,100,-2,-0.05,Iperó,-23.3513,-47.6927,3521002,16,Sorocaba,0.02322853120600657
352110,Junho/2020,1959.0,42,29,13,0.67,Ipeúna,-22.4355,-47.7151,3521101,5,Campinas,0.01812149055640633
352115,Junho/2020,875.0,25,68,-43,-4.68,Ipiguá,-20.6557,-49.3842,3521150,13,São José do Rio Preto,0.053142857142857144
352120,Junho/2020,187.0,2,2,0,0.0,Iporanga,-24.5847,-48.5971,3521200,7,Itapeva,0.0106951871657754
352130,Junho/2020,2151.0,218,56,162,8.14,Ipuã,-20.4438,-48.0129,3521309,6,Franca,0.06369130636913063
352140,Junho/2020,7291.0,150,126,24,0.33,Iracemápolis,-22.5832,-47.523,3521408,5,Campinas,0.01892744479495268
352150,Junho/2020,789.0,9,13,-4,-0.5,Irapuã,-21.2768,-49.4164,3521507,13,São José do Rio Preto,0.01394169835234474
352160,Junho/2020,427.0,0,4,-4,-0.93,Irapuru,-21.5684,-51.3472,3521606,9,Presidente Prudente,0.00468384074941452
352170,Junho/2020,2214.0,40,47,-7,-0.32,Itaberá,-23.8638,-49.14,3521705,7,Itapeva,0.01964769647696477
352180,Junho/2020,4014.0,225,72,153,3.96,Itaí,-23.4213,-49.092,3521804,7,Itapeva,0.03699551569506727
352190,Junho/2020,3000.0,79,94,-15,-0.5,Itajobi,-21.3123,-49.0629,3521903,13,São José do Rio Preto,0.028833333333333332
352200,Junho/2020,626.0,25,14,11,1.79,Itaju,-21.9857,-48.8116,3522000,4,Bauru,0.031150159744408944
352210,Junho/2020,9848.0,160,243,-83,-0.84,Itanhaém,-24.1736,-46.788000000000004,3522109,12,Santos,0.020461007311129164
352215,Junho/2020,303.0,3,1,2,0.66,Itaóca,-24.6393,-48.8413,3522158,7,Itapeva,0.006600660066006601
352220,Junho/2020,19673.0,420,467,-47,-0.24,Itapecerica da Serra,-23.7161,-46.8572,3522208,15,São Paulo,0.022543587658211763
352230,Junho/2020,32221.0,800,881,-81,-0.25,Itapetininga,-23.5886,-48.0483,3522307,16,Sorocaba,0.026085472207566494
352240,Junho/2020,16621.0,401,434,-33,-0.2,Itapeva,-23.9788,-48.8764,3522406,7,Itapeva,0.02511882558209494
352250,Junho/2020,30189.0,1003,822,181,0.6,Itapevi,-23.5488,-46.9327,3522505,15,São Paulo,0.030226241346185696
352260,Junho/2020,21324.0,486,597,-111,-0.52,Itapira,-22.4357,-46.8224,3522604,5,Campinas,0.025393922341024198
352265,Junho/2020,529.0,20,11,9,1.73,Itapirapuã Paulista,-24.572,-49.1661,3522653,7,Itapeva,0.02930056710775047
352270,Junho/2020,9791.0,198,187,11,0.11,Itápolis,-21.5942,-48.8149,3522703,1,São Carlos,0.01966091308344398
352280,Junho/2020,1458.0,37,54,-17,-1.15,Itaporanga,-23.7043,-49.4819,3522802,7,Itapeva,0.031207133058984912
352290,Junho/2020,4241.0,119,119,0,0.0,Itapuí,-22.2324,-48.7197,3522901,4,Bauru,0.02805941994812544
352300,Junho/2020,464.0,42,26,16,3.57,Itapura,-20.6419,-51.5063,3523008,2,Araçatuba,0.07327586206896551
352310,Junho/2020,37923.0,1002,856,146,0.39,Itaquaquecetuba,-23.4835,-46.3457,3523107,15,São Paulo,0.024497007093320675
352320,Junho/2020,6684.0,98,119,-21,-0.31,Itararé,-24.1085,-49.3352,3523206,7,Itapeva,0.0162327947336924
352330,Junho/2020,1176.0,27,6,21,1.82,Itariri,-24.2834,-47.1736,3523305,10,Registro,0.01403061224489796
352340,Junho/2020,34538.0,743,923,-180,-0.52,Itatiba,-23.0035,-46.8464,3523404,5,Campinas,0.024118362383461694
352350,Junho/2020,2439.0,167,62,105,4.5,Itatinga,-23.1047,-48.6157,3523503,16,Sorocaba,0.04694546945469455
352360,Junho/2020,4255.0,69,342,-273,-6.03,Itirapina,-22.2562,-47.8166,3523602,5,Campinas,0.04829612220916569
352370,Junho/2020,708.0,5,6,-1,-0.14,Itirapuã,-20.6416,-47.2194,3523701,6,Franca,0.007768361581920904
352380,Junho/2020,730.0,14,7,7,0.97,Itobi,-21.7309,-46.9743,3523800,5,Campinas,0.014383561643835616
352390,Junho/2020,48927.0,1005,1229,-224,-0.46,Itu,-23.2544,-47.2927,3523909,16,Sorocaba,0.02282993030433094
352400,Junho/2020,27190.0,724,804,-80,-0.29,Itupeva,-23.1526,-47.0593,3524006,5,Campinas,0.028098565649135713
352410,Junho/2020,6088.0,91,133,-42,-0.69,Ituverava,-20.3355,-47.7902,3524105,6,Franca,0.018396846254927726
352420,Junho/2020,631.0,15,6,9,1.45,Jaborandi,-20.6884,-48.4112,3524204,3,Barretos,0.01664025356576862
352430,Junho/2020,19967.0,420,439,-19,-0.1,Jaboticabal,-21.252,-48.3252,3524303,11,Ribeirão Preto,0.02151049231231532
352440,Junho/2020,43457.0,962,1021,-59,-0.14,Jacareí,-23.2983,-45.9658,3524402,14,São José dos Campos,0.022815656856202682
