Código MTE,Período,Estoque,Admissões,Desligamentos,Saldos,Variação Relativa (%),Nome,Latitude,Longitude,Código IBGE,ID Reg. Adm.,Apelido Reg. Adm.,Rotatividade
351880,Março/2020,324776.0,10737,14278,-3541,-1.08,Guarulhos,-23.4538,-46.5333,3518800,15,São Paulo,0.03851115845998473
351885,Março/2020,1095.0,45,46,-1,-0.09,Guatapará,-21.4944,-48.0356,3518859,11,Ribeirão Preto,0.041552511415525115
351890,Março/2020,374.0,13,47,-34,-8.33,Guzolândia,-20.6467,-50.6645,3518909,2,Araçatuba,0.08021390374331551
351900,Março/2020,1320.0,36,35,1,0.08,Herculândia,-22.0038,-50.3907,3519006,8,Marília,0.026893939393939394
351905,Março/2020,9599.0,483,1079,-596,-5.85,Holambra,-22.6405,-47.0487,3519055,5,Campinas,0.08136264194186894
351907,Março/2020,43002.0,1403,1658,-255,-0.59,Hortolândia,-22.8529,-47.2143,3519071,5,Campinas,0.03559136784335612
351910,Março/2020,2794.0,166,93,73,2.68,Iacanga,-21.8896,-49.03100000000001,3519105,4,Bauru,0.046349319971367216
351920,Março/2020,741.0,23,29,-6,-0.8,Iacri,-21.8572,-50.6932,3519204,8,Marília,0.03508771929824561
351925,Março/2020,1462.0,23,26,-3,-0.2,Iaras,-22.8682,-49.1634,3519253,16,Sorocaba,0.016757865937072503
351930,Março/2020,6129.0,189,317,-128,-2.05,Ibaté,-21.9584,-47.9882,3519303,1,São Carlos,0.04127916462718225
351940,Março/2020,1769.0,111,68,43,2.49,Ibirá,-21.083000000000002,-49.2448,3519402,13,São José do Rio Preto,0.05059355568117581
351950,Março/2020,644.0,119,58,61,10.46,Ibirarema,-22.8185,-50.0739,3519501,8,Marília,0.1374223602484472
351960,Março/2020,15398.0,569,789,-220,-1.41,Ibitinga,-21.7562,-48.8319,3519600,1,São Carlos,0.04409663592674373
351970,Março/2020,14241.0,276,339,-63,-0.44,Ibiúna,-23.6596,-47.223,3519709,16,Sorocaba,0.021592584790393932
351980,Março/2020,1137.0,165,25,140,14.04,Icém,-20.3391,-49.1915,3519808,13,São José do Rio Preto,0.08355321020228672
351990,Março/2020,670.0,26,17,9,1.36,Iepê,-22.6602,-51.0779,3519907,9,Presidente Prudente,0.03208955223880597
352000,Março/2020,1705.0,40,44,-4,-0.23,Igaraçu do Tietê,-22.509,-48.5597,3520004,4,Bauru,0.02463343108504399
352010,Março/2020,5831.0,462,367,95,1.66,Igarapava,-20.0407,-47.7466,3520103,6,Franca,0.07108557708797805
352020,Março/2020,1186.0,15,36,-21,-1.74,Igaratá,-23.2037,-46.157,3520202,14,São José dos Campos,0.021500843170320406
352030,Março/2020,2895.0,62,58,4,0.14,Iguape,-24.699,-47.5537,3520301,10,Registro,0.02072538860103627
352040,Março/2020,6676.0,215,475,-260,-3.75,Ilhabela,-23.7785,-45.3552,3520400,14,São José dos Campos,0.05167765128819653
352042,Março/2020,1079.0,17,59,-42,-3.75,Ilha Comprida,-24.7307,-47.5383,3520426,10,Registro,0.03521779425393883
352044,Março/2020,3612.0,118,150,-32,-0.88,Ilha Solteira,-20.4326,-51.3426,3520442,2,Araçatuba,0.03709856035437431
352050,Março/2020,74288.0,2946,3190,-244,-0.33,Indaiatuba,-23.0816,-47.2101,3520509,5,Campinas,0.04129872926986862
352060,Março/2020,392.0,12,5,7,1.82,Indiana,-22.1738,-51.2555,3520608,9,Presidente Prudente,0.021683673469387755
352070,Março/2020,292.0,18,9,9,3.18,Indiaporã,-19.979,-50.2909,3520707,13,São José do Rio Preto,0.046232876712328765
352080,Março/2020,659.0,5,11,-6,-0.9,Inúbia Paulista,-21.7695,-50.9633,3520806,9,Presidente Prudente,0.012139605462822459
352090,Março/2020,3126.0,193,82,111,3.68,Ipaussu,-23.0575,-49.6279,3520905,8,Marília,0.04398592450415867
352100,Março/2020,4538.0,211,230,-19,-0.42,Iperó,-23.3513,-47.6927,3521002,16,Sorocaba,0.04858968708682239
352110,Março/2020,1953.0,43,43,0,0.0,Ipeúna,-22.4355,-47.7151,3521101,5,Campinas,0.022017409114183307
352115,Março/2020,995.0,60,24,36,3.75,Ipiguá,-20.6557,-49.3842,3521150,13,São José do Rio Preto,0.04221105527638191
352120,Março/2020,195.0,15,7,8,4.28,Iporanga,-24.5847,-48.5971,3521200,7,Itapeva,0.05641025641025641
352130,Março/2020,1959.0,140,118,22,1.14,Ipuã,-20.4438,-48.0129,3521309,6,Franca,0.06584992343032159
352140,Março/2020,7428.0,329,227,102,1.39,Iracemápolis,-22.5832,-47.523,3521408,5,Campinas,0.03742595584275713
352150,Março/2020,827.0,49,28,21,2.61,Irapuã,-21.2768,-49.4164,3521507,13,São José do Rio Preto,0.046553808948004836
352160,Março/2020,430.0,5,0,5,1.18,Irapuru,-21.5684,-51.3472,3521606,9,Presidente Prudente,0.005813953488372093
352170,Março/2020,2287.0,61,208,-147,-6.04,Itaberá,-23.8638,-49.14,3521705,7,Itapeva,0.05881066899868824
352180,Março/2020,3910.0,101,246,-145,-3.58,Itaí,-23.4213,-49.092,3521804,7,Itapeva,0.04437340153452685
352190,Março/2020,3122.0,93,89,4,0.13,Itajobi,-21.3123,-49.0629,3521903,13,São José do Rio Preto,0.02914798206278027
352200,Março/2020,610.0,10,14,-4,-0.65,Itaju,-21.9857,-48.8116,3522000,4,Bauru,0.019672131147540985
352210,Março/2020,10186.0,217,478,-261,-2.5,Itanhaém,-24.1736,-46.788000000000004,3522109,12,Santos,0.03411545258197526
352215,Março/2020,301.0,3,3,0,0.0,Itaóca,-24.6393,-48.8413,3522158,7,Itapeva,0.009966777408637873
352220,Março/2020,20238.0,702,875,-173,-0.85,Itapecerica da Serra,-23.7161,-46.8572,3522208,15,São Paulo,0.03896135981816385
352230,Março/2020,32916.0,1085,1260,-175,-0.53,Itapetininga,-23.5886,-48.0483,3522307,16,Sorocaba,0.035620974602017255
352240,Março/2020,17180.0,524,660,-136,-0.79,Itapeva,-23.9788,-48.8764,3522406,7,Itapeva,0.03445867287543655
352250,Março/2020,30792.0,868,1091,-223,-0.72,Itapevi,-23.5488,-46.9327,3522505,15,São Paulo,0.031810210444271236
352260,Março/2020,21992.0,698,797,-99,-0.45,Itapira,-22.4357,-46.8224,3522604,5,Campinas,0.033989632593670424
352265,Março/2020,521.0,7,11,-4,-0.76,Itapirapuã Paulista,-24.572,-49.1661,3522653,7,Itapeva,0.01727447216890595
352270,Março/2020,10001.0,336,275,61,0.61,Itápolis,-21.5942,-48.8149,3522703,1,São Carlos,0.030546945305469454
352280,Março/2020,1523.0,35,84,-49,-3.12,Itaporanga,-23.7043,-49.4819,3522802,7,Itapeva,0.03906762967826658
352290,Março/2020,4262.0,211,144,67,1.6,Itapuí,-22.2324,-48.7197,3522901,4,Bauru,0.04164711403097138
352300,Março/2020,437.0,21,15,6,1.39,Itapura,-20.6419,-51.5063,3523008,2,Araçatuba,0.041189931350114416
352310,Março/2020,40227.0,1590,2411,-821,-2.0,Itaquaquecetuba,-23.4835,-46.3457,3523107,15,São Paulo,0.04973028065726999
352320,Março/2020,7044.0,198,240,-42,-0.59,Itararé,-24.1085,-49.3352,3523206,7,Itapeva,0.031090289608177172
352330,Março/2020,1173.0,23,36,-13,-1.1,Itariri,-24.2834,-47.1736,3523305,10,Registro,0.02514919011082694
352340,Março/2020,35938.0,1401,1559,-158,-0.44,Itatiba,-23.0035,-46.8464,3523404,5,Campinas,0.04118203572819856
352350,Março/2020,2402.0,52,78,-26,-1.07,Itatinga,-23.1047,-48.6157,3523503,16,Sorocaba,0.027060782681099085
352360,Março/2020,4581.0,189,267,-78,-1.67,Itirapina,-22.2562,-47.8166,3523602,5,Campinas,0.04977079240340537
352370,Março/2020,716.0,1,1,0,0.0,Itirapuã,-20.6416,-47.2194,3523701,6,Franca,0.0013966480446927375
352380,Março/2020,733.0,15,25,-10,-1.35,Itobi,-21.7309,-46.9743,3523800,5,Campinas,0.027285129604365622
352390,Março/2020,51271.0,1705,1943,-238,-0.46,Itu,-23.2544,-47.2927,3523909,16,Sorocaba,0.035575666556142846
352400,Março/2020,28341.0,1244,1684,-440,-1.53,Itupeva,-23.1526,-47.0593,3524006,5,Campinas,0.051656610564200275
352410,Março/2020,6347.0,212,170,42,0.67,Ituverava,-20.3355,-47.7902,3524105,6,Franca,0.030092957302662676
352420,Março/2020,708.0,142,12,130,22.49,Jaborandi,-20.6884,-48.4112,3524204,3,Barretos,0.10875706214689265
352430,Março/2020,20920.0,881,678,203,0.98,Jaboticabal,-21.252,-48.3252,3524303,11,Ribeirão Preto,0.03726099426386233
352440,Março/2020,45110.0,1354,2199,-845,-1.84,Jacareí,-23.2983,-45.9658,3524402,14,São José dos Campos,0.03938151185989803
352450,Março/2020,2951.0,82,73,9,0.31,Jaci,-20.8805,-49.5797,3524501,13,São José do Rio Preto,0.026262283971535072
352460,Março/2020,2638.0,64,52,12,0.46,Jacupiranga,-24.6963,-48.0064,3524600,10,Registro,0.021986353297952996
352470,Março/2020,32212.0,979,1169,-190,-0.59,Jaguariúna,-22.7037,-46.9851,3524709,5,Campinas,0.03334161182168136
352480,Março/2020,10505.0,318,302,16,0.15,Jales,-20.2672,-50.5494,3524808,13,São José do Rio Preto,0.029509757258448358
352490,Março/2020,3016.0,100,106,-6,-0.2,Jambeiro,-23.2522,-45.6942,3524907,14,São José dos Campos,0.034151193633952255
352500,Março/2020,16963.0,639,622,17,0.1,Jandira,-23.5275,-46.9023,3525003,15,São Paulo,0.0371691328184873
352510,Março/2020,9284.0,337,304,33,0.36,Jardinópolis,-21.0176,-47.7606,3525102,11,Ribeirão Preto,0.03452175786299009
352520,Março/2020,9226.0,298,438,-140,-1.49,Jarinu,-23.1039,-46.728,3525201,5,Campinas,0.039887275092130935
352530,Março/2020,34610.0,1326,1880,-554,-1.58,Jaú,-22.2936,-48.5592,3525300,4,Bauru,0.046316093614562265
352540,Março/2020,636.0,79,25,54,9.28,Jeriquara,-20.3116,-47.5918,3525409,6,Franca,0.08176100628930817
352550,Março/2020,1955.0,67,115,-48,-2.4,Joanópolis,-22.927,-46.2741,3525508,5,Campinas,0.046547314578005115
352560,Março/2020,332.0,5,6,-1,-0.3,João Ramalho,-22.2473,-50.7694,3525607,8,Marília,0.016566265060240965
352570,Março/2020,9561.0,393,438,-45,-0.47,José Bonifácio,-21.0551,-49.6892,3525706,13,São José do Rio Preto,0.043457797301537496
352580,Março/2020,193.0,2,2,0,0.0,Júlio Mesquita,-22.0112,-49.7873,3525805,8,Marília,0.010362694300518135
352585,Março/2020,1285.0,46,32,14,1.1,Jumirim,-23.0884,-47.7868,3525854,16,Sorocaba,0.030350194552529183
352590,Março/2020,162293.0,6131,7212,-1081,-0.66,Jundiaí,-23.1852,-46.8974,3525904,5,Campinas,0.04110774956406006
352600,Março/2020,5060.0,130,118,12,0.24,Junqueirópolis,-21.5103,-51.4342,3526001,9,Presidente Prudente,0.02450592885375494
352610,Março/2020,1637.0,26,99,-73,-4.27,Juquiá,-24.3101,-47.6426,3526100,10,Registro,0.03817959682345754
352620,Março/2020,3664.0,206,164,42,1.16,Juquitiba,-23.9244,-47.0653,3526209,15,São Paulo,0.05049126637554585
352630,Março/2020,711.0,7,9,-2,-0.28,Lagoinha,-23.0846,-45.1944,3526308,14,São José dos Campos,0.011251758087201125
352640,Março/2020,8951.0,465,294,171,1.95,Laranjal Paulista,-23.0506,-47.8375,3526407,16,Sorocaba,0.04239749748631438
352650,Março/2020,354.0,8,9,-1,-0.28,Lavínia,-21.1639,-51.0412,3526506,2,Araçatuba,0.02401129943502825
352660,Março/2020,476.0,4,12,-8,-1.65,Lavrinhas,-22.57,-44.9024,3526605,14,São José dos Campos,0.01680672268907563
352670,Março/2020,20137.0,823,664,159,0.8,Leme,-22.1809,-47.3841,3526704,5,Campinas,0.03692208372647365
352680,Março/2020,20436.0,1045,830,215,1.06,Lençóis Paulista,-22.6027,-48.8037,3526803,4,Bauru,0.04587492660011744
352690,Março/2020,78117.0,2604,3003,-399,-0.51,Limeira,-22.566,-47.397,3526902,5,Campinas,0.03588847497983794
352700,Março/2020,1665.0,47,54,-7,-0.42,Lindóia,-22.5226,-46.65,3527009,5,Campinas,0.03033033033033033
352710,Março/2020,24676.0,859,650,209,0.85,Lins,-21.6718,-49.7526,3527108,4,Bauru,0.03057626843896904
352720,Março/2020,15120.0,517,558,-41,-0.27,Lorena,-22.7334,-45.1197,3527207,14,São José dos Campos,0.0355489417989418
352725,Março/2020,80.0,0,0,0,0.0,Lourdes,-20.965999999999998,-50.2263,3527256,2,Araçatuba,0.0
352730,Março/2020,16095.0,677,512,165,1.04,Louveira,-23.0856,-46.9484,3527306,5,Campinas,0.036936936936936934
352740,Março/2020,9109.0,568,394,174,1.95,Lucélia,-21.7182,-51.0215,3527405,9,Presidente Prudente,0.05280491821275662
352750,Março/2020,1052.0,4,3,1,0.1,Lucianópolis,-22.4294,-49.522,3527504,4,Bauru,0.003326996197718631
352760,Março/2020,6150.0,536,706,-170,-2.69,Luís Antônio,-21.55,-47.7801,3527603,11,Ribeirão Preto,0.10097560975609757
352770,Março/2020,580.0,57,8,49,9.23,Luiziânia,-21.6737,-50.3294,3527702,2,Araçatuba,0.05603448275862069
352780,Março/2020,550.0,1,4,-3,-0.54,Lupércio,-22.4146,-49.81800000000001,3527801,8,Marília,0.004545454545454545
352790,Março/2020,454.0,1,0,1,0.22,Lutécia,-22.3384,-50.394,3527900,8,Marília,0.0011013215859030838
352800,Março/2020,3596.0,88,142,-54,-1.48,Macatuba,-22.5002,-48.7102,3528007,4,Bauru,0.031979977753058955
352810,Março/2020,1549.0,86,36,50,3.34,Macaubal,-20.8022,-49.9687,3528106,13,São José do Rio Preto,0.039380245319561004
352820,Março/2020,286.0,10,8,2,0.7,Macedônia,-20.1444,-50.1973,3528205,13,São José do Rio Preto,0.03146853146853147
352830,Março/2020,488.0,27,11,16,3.39,Magda,-20.6445,-50.2305,3528304,13,São José do Rio Preto,0.0389344262295082
352840,Março/2020,9394.0,310,285,25,0.27,Mairinque,-23.5398,-47.185,3528403,16,Sorocaba,0.03166915052160954
352850,Março/2020,13354.0,519,678,-159,-1.18,Mairiporã,-23.3171,-46.5897,3528502,15,São Paulo,0.044818032050322004
352860,Março/2020,1486.0,36,38,-2,-0.13,Manduri,-23.0056,-49.3202,3528601,16,Sorocaba,0.02489905787348587
352870,Março/2020,303.0,1,3,-2,-0.66,Marabá Paulista,-22.1068,-51.9617,3528700,9,Presidente Prudente,0.006600660066006601
352880,Março/2020,2815.0,74,138,-64,-2.22,Maracaí,-22.6149,-50.6713,3528809,8,Marília,0.037655417406749554
352885,Março/2020,1671.0,212,59,153,10.08,Marapoama,-21.2587,-49.13,3528858,13,São José do Rio Preto,0.08108916816277678
352890,Março/2020,136.0,2,6,-4,-2.86,Mariápolis,-21.7959,-51.1824,3528908,9,Presidente Prudente,0.029411764705882353
352900,Março/2020,65201.0,2372,2591,-219,-0.33,Marília,-22.2171,-49.9501,3529005,8,Marília,0.03805923222036472
352910,Março/2020,147.0,0,1,-1,-0.68,Marinópolis,-20.4389,-50.8254,3529104,13,São José do Rio Preto,0.003401360544217687
352920,Março/2020,2151.0,39,53,-14,-0.65,Martinópolis,-22.1462,-51.1709,3529203,9,Presidente Prudente,0.021385402138540215
352930,Março/2020,26054.0,903,951,-48,-0.18,Matão,-21.6025,-48.364,3529302,1,São Carlos,0.035579949335994475
352940,Março/2020,61286.0,1985,2456,-471,-0.76,Mauá,-23.6677,-46.4613,3529401,15,São Paulo,0.03623176581927357
352950,Março/2020,2621.0,229,34,195,8.04,Mendonça,-21.1757,-49.5791,3529500,13,São José do Rio Preto,0.05017169019458222
352960,Março/2020,1912.0,56,25,31,1.65,Meridiano,-20.3579,-50.1811,3529609,13,São José do Rio Preto,0.021182008368200837
352965,Março/2020,60.0,0,3,-3,-4.76,Mesópolis,-19.9684,-50.6326,3529658,13,São José do Rio Preto,0.025
352970,Março/2020,2080.0,97,206,-109,-4.98,Miguelópolis,-20.1796,-48.03100000000001,3529708,6,Franca,0.07283653846153847
352980,Março/2020,1280.0,32,69,-37,-2.81,Mineiros do Tietê,-22.412,-48.451,3529807,4,Bauru,0.039453125
352990,Março/2020,2507.0,29,43,-14,-0.56,Miracatu,-24.2766,-47.4625,3529906,10,Registro,0.014359792580773833
353000,Março/2020,242.0,3,5,-2,-0.82,Mira Estrela,-19.9789,-50.138999999999996,3530003,13,São José do Rio Preto,0.01652892561983471
353010,Março/2020,3337.0,243,119,124,3.86,Mirandópolis,-21.1313,-51.1035,3530102,2,Araçatuba,0.054240335630806116
353020,Março/2020,2930.0,43,35,8,0.27,Mirante do Paranapanema,-22.2904,-51.9084,3530201,9,Presidente Prudente,0.013310580204778157
353030,Março/2020,14840.0,563,621,-58,-0.39,Mirassol,-20.8169,-49.5206,3530300,13,São José do Rio Preto,0.039892183288409704
353040,Março/2020,767.0,16,17,-1,-0.13,Mirassolândia,-20.6179,-49.4617,3530409,13,São José do Rio Preto,0.02151238591916558
353050,Março/2020,16922.0,349,370,-21,-0.12,Mococa,-21.4647,-47.0024,3530508,5,Campinas,0.021244533743056376
353060,Março/2020,98029.0,3729,5434,-1705,-1.71,Mogi das Cruzes,-23.5208,-46.1854,3530607,15,São Paulo,0.04673616990890451
353070,Março/2020,35457.0,1651,2823,-1172,-3.2,Mogi Guaçu,-22.3675,-46.9428,3530706,5,Campinas,0.06309050399074936
353080,Março/2020,28900.0,936,915,21,0.07,Mogi Mirim,-22.4332,-46.9532,3530805,5,Campinas,0.0320242214532872
353090,Março/2020,541.0,18,14,4,0.74,Mombuca,-22.9285,-47.559,3530904,5,Campinas,0.029574861367837338
353100,Março/2020,608.0,3,79,-76,-11.11,Monções,-20.8509,-50.0975,3531001,13,São José do Rio Preto,0.06743421052631579
353110,Março/2020,6389.0,166,299,-133,-2.04,Mongaguá,-24.0809,-46.6265,3531100,12,Santos,0.03639067146658319
353120,Março/2020,1007.0,39,56,-17,-1.66,Monte Alegre do Sul,-22.6817,-46.681000000000004,3531209,5,Campinas,0.04716981132075472
353130,Março/2020,13034.0,432,434,-2,-0.02,Monte Alto,-21.2655,-48.4971,3531308,11,Ribeirão Preto,0.03322080711984042
353140,Março/2020,3794.0,249,442,-193,-4.84,Monte Aprazível,-20.768,-49.7184,3531407,13,São José do Rio Preto,0.09106483921982077
353150,Março/2020,4253.0,93,56,37,0.88,Monte Azul Paulista,-20.9065,-48.6387,3531506,3,Barretos,0.017517046790500822
353160,Março/2020,470.0,129,15,114,32.02,Monte Castelo,-21.2981,-51.5679,3531605,9,Presidente Prudente,0.15319148936170213
353170,Março/2020,413.0,16,9,7,1.72,Monteiro Lobato,-22.9544,-45.8407,3531704,14,São José dos Campos,0.03026634382566586
353180,Março/2020,10454.0,394,592,-198,-1.86,Monte Mor,-22.945,-47.3122,3531803,5,Campinas,0.04715898220776736
353190,Março/2020,7032.0,744,155,589,9.14,Morro Agudo,-20.7288,-48.0581,3531902,6,Franca,0.06392207053469852
353200,Março/2020,4489.0,219,136,83,1.88,Morungaba,-22.8811,-46.7896,3532009,5,Campinas,0.0395411004678102
353205,Março/2020,668.0,23,21,2,0.3,Motuca,-21.5103,-48.1538,3532058,1,São Carlos,0.03293413173652695
353210,Março/2020,183.0,5,4,1,0.55,Murutinga do Sul,-20.9908,-51.2774,3532108,2,Araçatuba,0.02459016393442623
353215,Março/2020,167.0,6,19,-13,-7.22,Nantes,-22.6156,-51.24,3532157,9,Presidente Prudente,0.0748502994011976
353220,Março/2020,717.0,27,20,7,0.99,Narandiba,-22.4057,-51.5274,3532207,9,Presidente Prudente,0.03277545327754533
353230,Março/2020,684.0,3,8,-5,-0.73,Natividade da Serra,-23.3707,-45.4468,3532306,14,São José dos Campos,0.00804093567251462
353240,Março/2020,2261.0,151,156,-5,-0.22,Nazaré Paulista,-23.1747,-46.3983,3532405,5,Campinas,0.06789031402034498
353250,Março/2020,1493.0,51,45,6,0.4,Neves Paulista,-20.843000000000004,-49.6358,3532504,13,São José do Rio Preto,0.032150033489618215
353260,Março/2020,1740.0,35,56,-21,-1.19,Nhandeara,-20.6945,-50.0436,3532603,13,São José do Rio Preto,0.026149425287356323
353270,Março/2020,437.0,15,16,-1,-0.23,Nipoã,-20.9114,-49.7833,3532702,13,São José do Rio Preto,0.03546910755148741
353280,Março/2020,1365.0,29,66,-37,-2.64,Nova Aliança,-21.0156,-49.4986,3532801,13,São José do Rio Preto,0.0347985347985348
353282,Março/2020,1718.0,31,62,-31,-1.77,Nova Campina,-24.1224,-48.9022,3532827,7,Itapeva,0.027066356228172293
353284,Março/2020,58.0,3,1,2,3.57,Nova Canaã Paulista,-20.3836,-50.9483,3532843,13,São José do Rio Preto,0.034482758620689655
353286,Março/2020,64.0,3,2,1,1.59,Nova Castilho,-20.7615,-50.3477,3532868,2,Araçatuba,0.0390625
353290,Março/2020,2996.0,44,39,5,0.17,Nova Europa,-21.7765,-48.5705,3532900,1,São Carlos,0.013851802403204272
353300,Março/2020,3284.0,157,139,18,0.55,Nova Granada,-20.5321,-49.3123,3533007,13,São José do Rio Preto,0.04506699147381242
353310,Março/2020,64.0,13,0,13,25.49,Nova Guataporanga,-21.331999999999997,-51.6447,3533106,9,Presidente Prudente,0.1015625
353320,Março/2020,1648.0,152,28,124,8.14,Nova Independência,-21.1026,-51.4905,3533205,2,Araçatuba,0.05461165048543689
353325,Março/2020,468.0,233,18,215,84.98,Novais,-20.9893,-48.9141,3533254,13,São José do Rio Preto,0.26816239316239315
353330,Março/2020,133.0,1,7,-6,-4.32,Nova Luzitânia,-20.855999999999998,-50.2617,3533304,2,Araçatuba,0.03007518796992481
353340,Março/2020,19386.0,721,1007,-286,-1.45,Nova Odessa,-22.7832,-47.2941,3533403,5,Campinas,0.04456824512534819
353350,Março/2020,10691.0,903,285,618,6.14,Novo Horizonte,-21.4651,-49.2234,3533502,13,São José do Rio Preto,0.05556075203442148
353360,Março/2020,3178.0,148,52,96,3.11,Nuporanga,-20.7296,-47.7429,3533601,6,Franca,0.03146633102580239
353370,Março/2020,633.0,10,7,3,0.48,Ocauçu,-22.438000000000002,-49.922,3533700,8,Marília,0.013428120063191154
353380,Março/2020,164.0,0,5,-5,-2.96,Óleo,-22.9435,-49.3419,3533809,8,Marília,0.01524390243902439
353390,Março/2020,15333.0,782,662,120,0.79,Olímpia,-20.7366,-48.9106,3533908,3,Barretos,0.04708798017348203
353400,Março/2020,2188.0,60,56,4,0.18,Onda Verde,-20.6042,-49.2929,3534005,13,São José do Rio Preto,0.026508226691042046
353410,Março/2020,619.0,13,15,-2,-0.32,Oriente,-22.1549,-50.0971,3534104,8,Marília,0.022617124394184167
353420,Março/2020,3168.0,348,41,307,10.73,Orindiúva,-20.1861,-49.3464,3534203,13,São José do Rio Preto,0.061395202020202023
353430,Março/2020,10939.0,509,677,-168,-1.51,Orlândia,-20.7169,-47.8852,3534302,6,Franca,0.05420970838285035
353440,Março/2020,153326.0,5349,7244,-1895,-1.22,Osasco,-23.5324,-46.7916,3534401,15,São Paulo,0.041066094465387476
353450,Março/2020,206.0,4,11,-7,-3.29,Oscar Bressane,-22.3149,-50.2811,3534500,8,Marília,0.03640776699029126
353460,Março/2020,6862.0,189,217,-28,-0.41,Osvaldo Cruz,-21.7968,-50.8793,3534609,9,Presidente Prudente,0.0295832118915768
353470,Março/2020,24646.0,734,880,-146,-0.59,Ourinhos,-22.9797,-49.8697,3534708,8,Marília,0.03274365008520652
